TITLE="Vortex characteristics evolution"
Variables="time","radius","gamma","xcenter","ycenter","u_advection","v_advection","correlation","vtheta"
0 22326.48661498473 17418.828268036657 104260.34379091645 55597.46584374999 0.13352014332807946 0.001000000047497451 0.6608632010027504 0.07849077158902891
0 30686.78868092516 -17876.49820181805 282646.9478789444 55597.46684374741 0.07040113686542208 0.11806658262253543 0.7369813166921932 -0.05860721089885182
0 22587.469920470852 23041.83860465614 52526.7289595549 64863.77834374999 0.10563320413667733 0.001000000047497451 0.7514292089115409 0.10262888015813643
0 40286.81079460544 33208.27168295324 221757.86651958097 74129.87500481839 0.058736479715575454 0.11912077710072133 0.8023056739208693 0.08292842773440019
0 22247.70776657849 -14329.370393169718 388584.8015667716 83396.19631249999 0.018087407574057576 -0.020128650590777394 0.6603768444846696 -0.06479804221734749
0 91175.56834557057 101057.01293696387 193579.50859391675 101928.609375 0.0071007440090179435 0.061220622259149794 0.7117982995905503 0.11150851314329271
0 19336.48099215015 8816.539565475514 110044.37607779699 148259.96974999996 -0.03326377952974939 -0.03454610053651406 0.7889093405735544 0.04587127031980102
0 33805.99951016039 -19555.48828971723 209172.54360659543 166792.390625 -0.029079986572265622 0.011380279485860446 0.6010154517692088 -0.05819624059788957
0 36710.479045174565 48344.63385461708 362622.1228161381 166792.38862500008 0.1388343846858132 0.060749923952762325 0.8739244603305714 0.13248852668613395
0 28332.865112476906 10724.13185732252 234187.7793346514 296519.72074999986 -0.08194991980460956 -0.005479764960706233 0.8701525627407266 0.03807954040963599
0 17232.667196184673 19524.81240813179 505217.2342741111 296519.71974999993 0.07201385564996757 -0.005811758441047019 0.9220083700590038 0.11398676178757698
0 27303.96438963257 10063.233792207646 24723.950725361847 305786.06349999993 -0.08694968657069942 0.025354875204688876 0.8456025343957584 0.037079331922219703
0 18540.70617825888 -9429.893805816737 312200.52898573613 305786.06349999993 -0.07991402221896717 -0.001000000047497451 0.7133087203394217 -0.051168251591033984
0 37927.99003295581 -36929.90133601893 103297.54166351055 324318.46675000014 -0.0674548128674993 0.0009999999999999998 0.8750796029081939 -0.09795765187824326
0 16904.245950908604 11484.09490132615 413157.03948620224 361383.49900000007 -0.0034444388002157207 -0.04514631009346812 0.6254292320215825 0.06834724554740933
0 22959.440056491858 14544.42080259261 310820.4085987041 370649.84474999993 -0.07171786822438762 0.0010000000474973268 0.6497780032163014 0.06373165346934793
0 20739.74961719131 -12339.991944475756 -11747.68898138871 379915.90525000007 -0.03903328077655 0.001000000047497451 0.7431836517996946 -0.05985926972271234
0 17748.380242542826 16615.916664537464 136522.70319946838 389182.25099999993 -0.014322018820138104 -0.030261042875425685 0.7981761779185657 0.09418584270729156
0 24804.958724183336 -18732.909738238624 189147.45448387874 398448.56150000007 0.017657270800353033 0.060642269253679465 0.8221113306238533 -0.0759778113383206
0 17119.1721951896 -6205.66562989848 430356.5289060161 407714.62599999993 -0.07119955453235645 -0.001000000047497451 0.8621067868816761 -0.03646915142441529
